fips,county_population_16gr,2004-2020_dem_wins,name,State,Votes,Abbreviation,state_population,elec_vote_proportion
26043,21096,0,Dickinson County,michigan,16,MI,9991177,0.033783407
26045,89240,2,Eaton County,michigan,16,MI,9991177,0.14291009
26047,27494,0,Emmet County,michigan,16,MI,9991177,0.044029247
26049,326434,4,Genesee County,michigan,16,MI,9991177,0.522755627
26051,21133,1,Gladwin County,michigan,16,MI,9991177,0.033842659
26053,13047,3,Gogebic County,michigan,16,MI,9991177,0.020893634
26055,75630,0,Grand Traverse County,michigan,16,MI,9991177,0.12111486
26057,33788,1,Gratiot County,michigan,16,MI,9991177,0.05410854
26059,36966,0,Hillsdale County,michigan,16,MI,9991177,0.05919783
26061,29669,0,Houghton County,michigan,16,MI,9991177,0.04751232
26063,26041,0,Huron County,michigan,16,MI,9991177,0.041702394
26065,239650,4,Ingham County,michigan,16,MI,9991177,0.383778608
26067,51310,0,Ionia County,michigan,16,MI,9991177,0.082168497
26069,21568,1,Iosco County,michigan,16,MI,9991177,0.034539274
26071,9581,1,Iron County,michigan,16,MI,9991177,0.015343137
26073,59838,3,Isabella County,michigan,16,MI,9991177,0.095825347
26075,128515,1,Jackson County,michigan,16,MI,9991177,0.205805582
26077,211797,4,Kalamazoo County,michigan,16,MI,9991177,0.339174454
26079,14334,0,Kalkaska County,michigan,16,MI,9991177,0.022954653
26081,507206,1,Kent County,michigan,16,MI,9991177,0.812246245
26083,1857,0,Keweenaw County,michigan,16,MI,9991177,0.002973824
26085,10139,3,Lake County,michigan,16,MI,9991177,0.016236726
26087,72009,0,Lapeer County,michigan,16,MI,9991177,0.115316143
26089,18653,1,Leelanau County,michigan,16,MI,9991177,0.029871155
26091,80011,1,Lenawee County,michigan,16,MI,9991177,0.12813065
26093,154267,0,Livingston County,michigan,16,MI,9991177,0.247045168
26095,5431,0,Luce County,michigan,16,MI,9991177,0.008697274
26097,9332,0,Mackinac County,michigan,16,MI,9991177,0.014944385
26099,708655,2,Macomb County,michigan,16,MI,9991177,1.134849278
26101,20742,2,Manistee County,michigan,16,MI,9991177,0.033216507
26103,55956,4,Marquette County,michigan,16,MI,9991177,0.089608662
26105,23723,1,Mason County,michigan,16,MI,9991177,0.037990319
26107,36233,0,Mecosta County,michigan,16,MI,9991177,0.058023995
26109,19393,1,Menominee County,michigan,16,MI,9991177,0.031056201
26111,67563,0,Midland County,michigan,16,MI,9991177,0.108196262
26113,11947,0,Missaukee County,michigan,16,MI,9991177,0.01913208
26115,121731,2,Monroe County,michigan,16,MI,9991177,0.194941597
26117,50724,0,Montcalm County,michigan,16,MI,9991177,0.081230069
26119,8041,0,Montmorency County,michigan,16,MI,9991177,0.012876961
26121,137713,4,Muskegon County,michigan,16,MI,9991177,0.220535378
26123,38700,0,Newaygo County,michigan,16,MI,9991177,0.06197468
26125,1020293,4,Oakland County,michigan,16,MI,9991177,1.633910399
26127,21071,1,Oceana County,michigan,16,MI,9991177,0.033743372
26129,17551,1,Ogemaw County,michigan,16,MI,9991177,0.028106398
26131,5249,1,Ontonagon County,michigan,16,MI,9991177,0.008405816
26133,18710,0,Osceola County,michigan,16,MI,9991177,0.029962436
26135,6841,0,Oscoda County,michigan,16,MI,9991177,0.010955266
26137,20003,0,Otsego County,michigan,16,MI,9991177,0.032033063
26139,225342,0,Ottawa County,michigan,16,MI,9991177,0.360865592
26141,10934,1,Presque Isle County,michigan,16,MI,9991177,0.017509849
26143,20689,1,Roscommon County,michigan,16,MI,9991177,0.033131632
26145,155785,3,Saginaw County,michigan,16,MI,9991177,0.249476113
26147,130167,1,St. Clair County,michigan,16,MI,9991177,0.208451116
26149,47612,0,St. Joseph County,michigan,16,MI,9991177,0.076246472
26151,33549,0,Sanilac County,michigan,16,MI,9991177,0.053725802
26153,6843,1,Schoolcraft County,michigan,16,MI,9991177,0.010958469
26155,55791,2,Shiawassee County,michigan,16,MI,9991177,0.089344429
26157,43338,0,Tuscola County,michigan,16,MI,9991177,0.069402033
26159,59822,2,Van Buren County,michigan,16,MI,9991177,0.095799724
26161,306370,4,Washtenaw County,michigan,16,MI,9991177,0.490624878
26163,1386924,4,Wayne County,michigan,16,MI,9991177,2.221038022
26165,26272,0,Wexford County,michigan,16,MI,9991177,0.04207232
27001,13536,1,Aitkin County,minnesota,10,MN,5628162,0.02405048
27003,275742,0,Anoka County,minnesota,10,MN,5628162,0.489932593
27005,26656,0,Becker County,minnesota,10,MN,5628162,0.047361821
27007,35787,3,Beltrami County,minnesota,10,MN,5628162,0.06358559
27009,30904,0,Benton County,minnesota,10,MN,5628162,0.054909578
27011,4058,2,Big Stone County,minnesota,10,MN,5628162,0.007210169
27013,55034,3,Blue Earth County,minnesota,10,MN,5628162,0.097783255
27015,20407,0,Brown County,minnesota,10,MN,5628162,0.036258729
27017,28465,4,Carlton County,minnesota,10,MN,5628162,0.050576014
27019,77762,0,Carver County,minnesota,10,MN,5628162,0.138165888
27021,23724,0,Cass County,minnesota,10,MN,5628162,0.042152305
27023,9500,3,Chippewa County,minnesota,10,MN,5628162,0.0168794
27025,44225,0,Chisago County,minnesota,10,MN,5628162,0.078578051
27027,49469,2,Clay County,minnesota,10,MN,5628162,0.08789548
27029,6914,0,Clearwater County,minnesota,10,MN,5628162,0.01228465
27031,4664,4,Cook County,minnesota,10,MN,5628162,0.008286897
27033,8843,0,Cottonwood County,minnesota,10,MN,5628162,0.015712057
27035,51852,0,Crow Wing County,minnesota,10,MN,5628162,0.092129544
27037,329870,3,Dakota County,minnesota,10,MN,5628162,0.586106086
27039,15898,0,Dodge County,minnesota,10,MN,5628162,0.028247232
27041,30306,0,Douglas County,minnesota,10,MN,5628162,0.053847064
27043,11083,0,Faribault County,minnesota,10,MN,5628162,0.019692042
27045,16391,3,Fillmore County,minnesota,10,MN,5628162,0.029123184
27047,24510,3,Freeborn County,minnesota,10,MN,5628162,0.043548853
27049,37144,0,Goodhue County,minnesota,10,MN,5628162,0.065996679
27051,4724,1,Grant County,minnesota,10,MN,5628162,0.008393504
27053,999325,4,Hennepin County,minnesota,10,MN,5628162,1.775579665
27055,15053,2,Houston County,minnesota,10,MN,5628162,0.026745854
27057,17066,0,Hubbard County,minnesota,10,MN,5628162,0.03032251
27059,31003,0,Isanti County,minnesota,10,MN,5628162,0.055085479
27061,36888,3,Itasca County,minnesota,10,MN,5628162,0.065541823
27063,8018,0,Jackson County,minnesota,10,MN,5628162,0.014246214
27065,13075,0,Kanabec County,minnesota,10,MN,5628162,0.023231385
27067,33403,0,Kandiyohi County,minnesota,10,MN,5628162,0.059349749
27069,3507,3,Kittson County,minnesota,10,MN,5628162,0.006231164
27071,10534,3,Koochiching County,minnesota,10,MN,5628162,0.01871659
27073,5608,3,Lac qui Parle County,minnesota,10,MN,5628162,0.009964177
27075,8888,4,Lake County,minnesota,10,MN,5628162,0.015792012
27077,3067,0,Lake of the Woods County,minnesota,10,MN,5628162,0.005449381
27079,22189,0,Le Sueur County,minnesota,10,MN,5628162,0.039424949
27081,4495,1,Lincoln County,minnesota,10,MN,5628162,0.007986622
27083,19930,0,Lyon County,minnesota,10,MN,5628162,0.035411205
27085,28517,0,McLeod County,minnesota,10,MN,5628162,0.050668406
27087,3917,3,Mahnomen County,minnesota,10,MN,5628162,0.006959643
27089,7471,1,Marshall County,minnesota,10,MN,5628162,0.013274316
27091,15973,0,Martin County,minnesota,10,MN,5628162,0.028380491
27093,18154,0,Meeker County,minnesota,10,MN,5628162,0.032255646
27095,20382,0,Mille Lacs County,minnesota,10,MN,5628162,0.036214309
27097,26220,0,Morrison County,minnesota,10,MN,5628162,0.046587145
27099,30950,3,Mower County,minnesota,10,MN,5628162,0.05499131
27101,6689,1,Murray County,minnesota,10,MN,5628162,0.011884875
27103,27246,3,Nicollet County,minnesota,10,MN,5628162,0.04841012
27105,16353,0,Nobles County,minnesota,10,MN,5628162,0.029055667
27107,5167,3,Norman County,minnesota,10,MN,5628162,0.009180617
27109,120694,3,Olmsted County,minnesota,10,MN,5628162,0.214446564
27111,47000,0,Otter Tail County,minnesota,10,MN,5628162,0.083508613
27113,11229,1,Pennington County,minnesota,10,MN,5628162,0.019951451
27115,24107,2,Pine County,minnesota,10,MN,5628162,0.042832811
27117,7098,0,Pipestone County,minnesota,10,MN,5628162,0.012611577
27119,24722,1,Polk County,minnesota,10,MN,5628162,0.04392553
27121,8982,1,Pope County,minnesota,10,MN,5628162,0.015959029
27123,430542,4,Ramsey County,minnesota,10,MN,5628162,0.76497798
27125,3140,1,Red Lake County,minnesota,10,MN,5628162,0.005579086
27127,12008,0,Redwood County,minnesota,10,MN,5628162,0.021335562
27129,11628,0,Renville County,minnesota,10,MN,5628162,0.020660386
27131,53338,3,Rice County,minnesota,10,MN,5628162,0.094769838
27133,7322,0,Rock County,minnesota,10,MN,5628162,0.013009576
27135,12038,0,Roseau County,minnesota,10,MN,5628162,0.021388865
27137,166238,4,St. Louis County,minnesota,10,MN,5628162,0.295368186
27139,109420,0,Scott County,minnesota,10,MN,5628162,0.194415157
27141,72540,0,Sherburne County,minnesota,10,MN,5628162,0.128887548
27143,11759,0,Sibley County,minnesota,10,MN,5628162,0.020893144
27145,125869,0,Stearns County,minnesota,10,MN,5628162,0.223641395
27147,28430,0,Steele County,minnesota,10,MN,5628162,0.050513827
27149,7904,1,Stevens County,minnesota,10,MN,5628162,0.014043661
27151,7476,3,Swift County,minnesota,10,MN,5628162,0.0132832
27153,19253,0,Todd County,minnesota,10,MN,5628162,0.034208326
27155,2737,2,Traverse County,minnesota,10,MN,5628162,0.004863044
27157,17463,0,Wabasha County,minnesota,10,MN,5628162,0.031027892
27159,10638,0,Wadena County,minnesota,10,MN,5628162,0.018901375
27161,14993,0,Waseca County,minnesota,10,MN,5628162,0.026639247
27163,200390,3,Washington County,minnesota,10,MN,5628162,0.356048742
27165,8591,1,Watonwan County,minnesota,10,MN,5628162,0.015264308
27167,5017,0,Wilkin County,minnesota,10,MN,5628162,0.0089141
27169,42667,3,Winona County,minnesota,10,MN,5628162,0.075809829
27171,100982,0,Wright County,minnesota,10,MN,5628162,0.179422696
27173,7805,1,Yellow Medicine County,minnesota,10,MN,5628162,0.01386776
28001,25405,4,Adams County,mississippi,6,MS,2982785,0.051103247
28003,29499,0,Alcorn County,mississippi,6,MS,2982785,0.059338504
28005,10147,0,Amite County,mississippi,6,MS,2982785,0.020411126
28007,14283,0,Attala County,mississippi,6,MS,2982785,0.028730867
28009,6670,2,Benton County,mississippi,6,MS,2982785,0.013416991
28011,24856,4,Bolivar County,mississippi,6,MS,2982785,0.04999891
28013,11406,0,Calhoun County,mississippi,6,MS,2982785,0.022943658
28015,8372,0,Carroll County,mississippi,6,MS,2982785,0.016840637
28017,13362,2,Chickasaw County,mississippi,6,MS,2982785,0.026878236
28019,6688,0,Choctaw County,mississippi,6,MS,2982785,0.013453199
28021,7364,4,Claiborne County,mississippi,6,MS,2982785,0.014813002
28023,12580,0,Clarke County,mississippi,6,MS,2982785,0.02530521
28025,15797,4,Clay County,mississippi,6,MS,2982785,0.031776343
28027,17581,4,Coahoma County,mississippi,6,MS,2982785,0.035364936
28029,22629,3,Copiah County,mississippi,6,MS,2982785,0.045519204
28031,14754,0,Covington County,mississippi,6,MS,2982785,0.029678304
28033,138599,0,DeSoto County,mississippi,6,MS,2982785,0.278797835
28035,59298,0,Forrest County,mississippi,6,MS,2982785,0.119280471
28037,6022,0,Franklin County,mississippi,6,MS,2982785,0.012113511
28039,18399,0,George County,mississippi,6,MS,2982785,0.037010378
28041,11392,0,Greene County,mississippi,6,MS,2982785,0.022915497
28043,16756,0,Grenada County,mississippi,6,MS,2982785,0.033705413
28045,38366,0,Hancock County,mississippi,6,MS,2982785,0.077174855
28047,160495,0,Harrison County,mississippi,6,MS,2982785,0.322842578
28049,187160,4,Hinds County,mississippi,6,MS,2982785,0.37648037
28051,13641,4,Holmes County,mississippi,6,MS,2982785,0.027439457
28053,6366,4,Humphreys County,mississippi,6,MS,2982785,0.012805482
28055,1174,4,Issaquena County,mississippi,6,MS,2982785,0.002361551
28057,18897,0,Itawamba County,mississippi,6,MS,2982785,0.038012126
28059,113243,0,Jackson County,mississippi,6,MS,2982785,0.227793153
28061,13119,4,Jasper County,mississippi,6,MS,2982785,0.026389431
28063,5764,4,Jefferson County,mississippi,6,MS,2982785,0.011594533
28065,9370,4,Jefferson Davis County,mississippi,6,MS,2982785,0.018848157
28067,52790,0,Jones County,mississippi,6,MS,2982785,0.10618935
28069,8438,4,Kemper County,mississippi,6,MS,2982785,0.016973399
28071,44747,0,Lafayette County,mississippi,6,MS,2982785,0.09001051
28073,48185,0,Lamar County,mississippi,6,MS,2982785,0.096926195
28075,60142,0,Lauderdale County,mississippi,6,MS,2982785,0.120978213
28077,9852,0,Lawrence County,mississippi,6,MS,2982785,0.019817721
28079,17501,0,Leake County,mississippi,6,MS,2982785,0.035204012
28081,65856,0,Lee County,mississippi,6,MS,2982785,0.132472169
28083,21930,4,Leflore County,mississippi,6,MS,2982785,0.044113136
28085,27150,0,Lincoln County,mississippi,6,MS,2982785,0.05461339
28087,46829,0,Lowndes County,mississippi,6,MS,2982785,0.094198543
28089,81284,0,Madison County,mississippi,6,MS,2982785,0.163506253
28091,19794,0,Marion County,mississippi,6,MS,2982785,0.03981648
28093,28809,4,Marshall County,mississippi,6,MS,2982785,0.05795054
28095,28504,0,Monroe County,mississippi,6,MS,2982785,0.057337019
28097,8012,0,Montgomery County,mississippi,6,MS,2982785,0.016116482
28099,22299,0,Neshoba County,mississippi,6,MS,2982785,0.044855395
28101,16597,0,Newton County,mississippi,6,MS,2982785,0.033385578
28103,8355,4,Noxubee County,mississippi,6,MS,2982785,0.016806441
28105,41836,3,Oktibbeha County,mississippi,6,MS,2982785,0.084154909
28107,26504,2,Panola County,mississippi,6,MS,2982785,0.053313933
28109,44257,0,Pearl River County,mississippi,6,MS,2982785,0.089024854
28111,9520,0,Perry County,mississippi,6,MS,2982785,0.019149888
28113,30450,3,Pike County,mississippi,6,MS,2982785,0.061251481
28115,24093,0,Pontotoc County,mississippi,6,MS,2982785,0.048464103
28117,20078,0,Prentiss County,mississippi,6,MS,2982785,0.040387758
28119,5697,4,Quitman County,mississippi,6,MS,2982785,0.01145976
28121,121510,0,Rankin County,mississippi,6,MS,2982785,0.244422578
28123,21706,0,Scott County,mississippi,6,MS,2982785,0.04366255
28125,3461,4,Sharkey County,mississippi,6,MS,2982785,0.00696195
28127,21241,0,Simpson County,mississippi,6,MS,2982785,0.042727183
28129,12687,0,Smith County,mississippi,6,MS,2982785,0.025520445
28131,14855,0,Stone County,mississippi,6,MS,2982785,0.02988147
28133,20884,4,Sunflower County,mississippi,6,MS,2982785,0.042009062
28135,11628,4,Tallahatchie County,mississippi,6,MS,2982785,0.023390221
28137,22667,0,Tate County,mississippi,6,MS,2982785,0.045595643
28139,17335,0,Tippah County,mississippi,6,MS,2982785,0.034870096
28141,15750,0,Tishomingo County,mississippi,6,MS,2982785,0.031681801
28143,7400,4,Tunica County,mississippi,6,MS,2982785,0.014885417
28145,22157,0,Union County,mississippi,6,MS,2982785,0.044569756
28147,11533,0,Walthall County,mississippi,6,MS,2982785,0.023199124
28149,36624,1,Warren County,mississippi,6,MS,2982785,0.073670747
28151,35361,4,Washington County,mississippi,6,MS,2982785,0.071130169
28153,15925,0,Wayne County,mississippi,6,MS,2982785,0.032033821
28155,7708,0,Webster County,mississippi,6,MS,2982785,0.015504973
28157,7253,4,Wilkinson County,mississippi,6,MS,2982785,0.014589721
28159,14619,0,Winston County,mississippi,6,MS,2982785,0.029406746
28161,9898,0,Yalobusha County,mississippi,6,MS,2982785,0.019910252
28163,22936,3,Yazoo County,mississippi,6,MS,2982785,0.046136748
29001,21202,0,Adair County,missouri,10,MO,6135888,0.034554086
29003,14088,0,Andrew County,missouri,10,MO,6135888,0.022960002
29005,4335,0,Atchison County,missouri,10,MO,6135888,0.007064992
29007,20411,0,Audrain County,missouri,10,MO,6135888,0.033264949
29009,28517,0,Barry County,missouri,10,MO,6135888,0.046475751
29011,9471,0,Barton County,missouri,10,MO,6135888,0.015435419
29013,12904,0,Bates County,missouri,10,MO,6135888,0.021030371
29015,16257,0,Benton County,missouri,10,MO,6135888,0.026494943
29017,9953,0,Bollinger County,missouri,10,MO,6135888,0.016220961
29019,145550,3,Boone County,missouri,10,MO,6135888,0.237210979
29021,70761,1,Buchanan County,missouri,10,MO,6135888,0.115323161
29023,33970,0,Butler County,missouri,10,MO,6135888,0.05536281
29025,7146,0,Caldwell County,missouri,10,MO,6135888,0.011646236
29027,36522,0,Callaway County,missouri,10,MO,6135888,0.059521947
29029,38358,0,Camden County,missouri,10,MO,6135888,0.062514179
29031,63422,0,Cape Girardeau County,missouri,10,MO,6135888,0.103362382
29033,7002,0,Carroll County,missouri,10,MO,6135888,0.011411551
29035,4892,0,Carter County,missouri,10,MO,6135888,0.007972766
29037,81315,0,Cass County,missouri,10,MO,6135888,0.132523605
29039,11016,0,Cedar County,missouri,10,MO,6135888,0.017953392
29041,5990,0,Chariton County,missouri,10,MO,6135888,0.009762238
29043,66267,0,Christian County,missouri,10,MO,6135888,0.107999038
29045,5379,0,Clark County,missouri,10,MO,6135888,0.008766457
29047,190381,0,Clay County,missouri,10,MO,6135888,0.310274568
29049,16383,0,Clinton County,missouri,10,MO,6135888,0.026700292
29051,61274,0,Cole County,missouri,10,MO,6135888,0.099861666
29053,14294,0,Cooper County,missouri,10,MO,6135888,0.023295732
29055,19168,0,Crawford County,missouri,10,MO,6135888,0.031239162
29057,6263,0,Dade County,missouri,10,MO,6135888,0.010207162
29059,13129,0,Dallas County,missouri,10,MO,6135888,0.021397066
29061,6431,0,Daviess County,missouri,10,MO,6135888,0.010480961
29063,10681,0,DeKalb County,missouri,10,MO,6135888,0.017407423
29065,12438,0,Dent County,missouri,10,MO,6135888,0.020270905
29067,10738,0,Douglas County,missouri,10,MO,6135888,0.017500319
29069,23225,0,Dunklin County,missouri,10,MO,6135888,0.037851082
29071,82328,0,Franklin County,missouri,10,MO,6135888,0.134174548
29073,12014,0,Gasconade County,missouri,10,MO,6135888,0.019579888
29075,5121,0,Gentry County,missouri,10,MO,6135888,0.00834598
29077,235714,0,Greene County,missouri,10,MO,6135888,0.384156295
29079,7928,0,Grundy County,missouri,10,MO,6135888,0.012920705
29081,6635,0,Harrison County,missouri,10,MO,6135888,0.010813431
29083,17534,0,Henry County,missouri,10,MO,6135888,0.028576141
29085,8007,0,Hickory County,missouri,10,MO,6135888,0.013049456
29087,3614,0,Holt County,missouri,10,MO,6135888,0.005889938
29089,8103,0,Howard County,missouri,10,MO,6135888,0.013205912
29091,31666,0,Howell County,missouri,10,MO,6135888,0.051607852
29093,8298,1,Iron County,missouri,10,MO,6135888,0.013523715
29095,548796,0,Jackson County,missouri,10,MO,6135888,0.894403548
29097,93165,0,Jasper County,missouri,10,MO,6135888,0.151836213
29099,177532,1,Jefferson County,missouri,10,MO,6135888,0.289333834
29101,43202,0,Johnson County,missouri,10,MO,6135888,0.070408717
29103,3117,0,Knox County,missouri,10,MO,6135888,0.005079949
29105,27755,0,Laclede County,missouri,10,MO,6135888,0.045233876
29107,26136,0,Lafayette County,missouri,10,MO,6135888,0.042595302
29109,29627,0,Lawrence County,missouri,10,MO,6135888,0.04828478
29111,7959,0,Lewis County,missouri,10,MO,6135888,0.012971228
29113,43901,0,Lincoln County,missouri,10,MO,6135888,0.071547916
29115,9549,0,Linn County,missouri,10,MO,6135888,0.01556254
29117,12113,0,Livingston County,missouri,10,MO,6135888,0.019741234
